HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_id,Input.content,Answer.ParaphraseQuestionBox,Approve,Reject
386T3MLZLNVTKDE2C7PTH57Y5W908F,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,3BEFOD78W6TSRAW1FCRFMAUOGJDM4W,A4T1X0PO5N1G9,Submitted,Mon Mar 07 10:18:35 PST 2016,Mon Mar 07 10:18:57 PST 2016,Tue Mar 08 10:18:57 PST 2016,,,,22,100% (407/407),100% (407/407),100% (381/381),Portugal-Visual_arts,"<font color=""blue"">Question</font>: Which poet was a friend of Almada Negreiros?<br/><font color=""blue"">Sentence(s)</font>: Another great modernist painters/writers were Carlos Botelho and Almada Negreiros, friend to the poet Fernando Pessoa, who painted his (Pessoa's) portrait.",Who was a friend of Almada Negreiors?,,
37MQ8Z1JQEWFVT8Y4YR1Z6OFV9W2YF,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,3TR2532VIPUG5PUUV3723GML8GM6JV,ANFWGSQ8BQRZ,Submitted,Mon Mar 07 10:01:53 PST 2016,Mon Mar 07 10:03:28 PST 2016,Tue Mar 08 10:03:28 PST 2016,,,,95,0% (0/0),0% (0/0),0% (0/0),Algeria-Civil_War_and_aftermath,"<font color=""blue"">Question</font>: What reforms did the programme comprise of><br/><font color=""blue"">Sentence(s)</font>: The programme comprised economic, institutional, political and social reform to modernise the country, raise living standards, and tackle the causes of alienation.",What were the domains that the programme was designed to reform?,,
31ANT7FQN82L8V1WCHPBBDWOPN9H5V,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:19 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:19 PDT 2016,,,3O6CYIULED1NDKKUYKOK8CU9DYDUWG,AZE084MMZVEYT,Submitted,Mon Mar 07 10:09:51 PST 2016,Mon Mar 07 10:10:02 PST 2016,Tue Mar 08 10:10:02 PST 2016,,,,11,0% (0/0),0% (0/0),0% (0/0),Peking_duck-History,"<font color=""blue"">Question</font>: When did duck roasting begin in China?<br/><font color=""blue"">Sentence(s)</font>: Duck has been roasted in China since the Southern and Northern Dynasties.",What year did China start roasting ducks?,,
3QE4DGPGBRBPCG2LE6OJLLE9AR2G4R,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:29 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:29 PDT 2016,,,351SEKWQS0H5R6FU8NS8PEOUTW5DMZ,A1NILGZHZ29XXJ,Submitted,Mon Mar 07 10:08:05 PST 2016,Mon Mar 07 10:09:28 PST 2016,Tue Mar 08 10:09:28 PST 2016,,,,83,0% (0/0),0% (0/0),0% (0/0),Times_Square-Abstract,"<font color=""blue"">Question</font>: What is iconified, ""The Crossroads of the World""?<br/><font color=""blue"">Sentence(s)</font>: Times Square – iconified as ""The Crossroads of the World"", ""The Center of the Universe"", and the ""The Great White Way"" – is the brightly illuminated hub of the Broadway Theater District, one of the world's busiest pedestrian intersections, and a major center of the world's entertainment industry.","What location is also known as ""The Crossroads of the World""?",,
3SCKNODZ0XGS5V1Q38ZLEH7G25E7NA,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,3A1COHJ8NJV7IXIS0I1FBH2X1JAH8P,A3OKWRLKLYVH4F,Submitted,Mon Mar 07 10:18:53 PST 2016,Mon Mar 07 10:19:10 PST 2016,Tue Mar 08 10:19:10 PST 2016,,,,17,0% (0/0),0% (0/0),0% (0/0),Algeria-Politics,"<font color=""blue"">Question</font>: How many years is the term for the president of Algeria?<br/><font color=""blue"">Sentence(s)</font>: After the death of General Larbi Belkheir, Bouteflika put loyalists in key posts, notably at Sonatrach, and secured constitutional amendments that make him re-electable indefinitely.The head of state is the president of Algeria, who is elected for a five-year term.",How long does the president of Algeria serve for?,,
3YKP7CX6G2FQ4MCT0IUCNM7MLG07BL,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:19 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:19 PDT 2016,,,35GMH2SV3EHYJFE6HYI5N0VKO8JEO6,AZE084MMZVEYT,Submitted,Mon Mar 07 09:56:19 PST 2016,Mon Mar 07 09:56:28 PST 2016,Tue Mar 08 09:56:28 PST 2016,,,,9,0% (0/0),0% (0/0),0% (0/0),Peking_duck-Serving,"<font color=""blue"">Question</font>: What can the remaining fat, meat, and bones be made into?<br/><font color=""blue"">Sentence(s)</font>: The remaining fat, meat and bones may be made into a broth, served as is, or the meat chopped up and stir fried with sweet bean sauce.",What can the left over parts be used for?,,
3JMNNNO3B14B6ODYPX9DE93ZK1W2WG,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:29 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:29 PDT 2016,,,3ATTHHXXWAOXTTUKE8VSRSK5S5XXI5,A1PTH9KTRO06EG,Submitted,Mon Mar 07 10:15:28 PST 2016,Mon Mar 07 10:16:18 PST 2016,Tue Mar 08 10:16:18 PST 2016,,,,50,0% (0/0),0% (0/0),0% (0/0),Times_Square-New_Year's_Eve_celebrations,"<font color=""blue"">Question</font>: What date was the first ball drop?<br/><font color=""blue"">Sentence(s)</font>: On December 31, 1907, a ball signifying New Year's Day was first dropped at Times Square, and the Square has held the main New Year's celebration in New York City ever since.",What was the date in America that the first ball dropped?,,
39AYGO6AFFK91VNLKYUT837K7UUN6R,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:19 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:19 PDT 2016,,,3DPNQGW4LLFQ27B9SWKYXEX2QJY646,A1PTH9KTRO06EG,Submitted,Mon Mar 07 10:17:27 PST 2016,Mon Mar 07 10:17:42 PST 2016,Tue Mar 08 10:17:42 PST 2016,,,,15,0% (0/0),0% (0/0),0% (0/0),Sushi-History,"<font color=""blue"">Question</font>: When was the Muromachi period of Japan?<br/><font color=""blue"">Sentence(s)</font>: Beginning in the Muromachi period (1336–1573) of Japan, vinegar was added to the mixture for better taste and preservation.",What span was the Muromachi period?,,
363A7XIFV4MNW28XC2XWYP3JPGLVA5,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,3PH3VY7DJLX4ZJE447NSP49OFGUZWC,A1VMLIEXDEIX9Q,Submitted,Mon Mar 07 10:21:06 PST 2016,Mon Mar 07 10:21:30 PST 2016,Tue Mar 08 10:21:30 PST 2016,,,,24,0% (0/0),0% (0/0),0% (0/0),Venezuela-Demographics,"<font color=""blue"">Question</font>: Is Venezuela urbanized?<br/><font color=""blue"">Sentence(s)</font>: Venezuela is among the most urbanized countries in Latin America; the vast majority of Venezuelans live in the cities of the north, especially in the capital Caracas, which is also the largest city.",Is Venezuela an urban country?,,
356ZPKYPUHHBN0946W2DVJW86JOPYP,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:19 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:19 PDT 2016,,,3C44YUNSI1PBC9C703K06IIPY1FDPU,A1PTH9KTRO06EG,Submitted,Mon Mar 07 10:01:12 PST 2016,Mon Mar 07 10:01:44 PST 2016,Tue Mar 08 10:01:44 PST 2016,,,,32,0% (0/0),0% (0/0),0% (0/0),Sushi-Neta,"<font color=""blue"">Question</font>: Why is sushi fish of higher quality?<br/><font color=""blue"">Sentence(s)</font>: For culinary, sanitary, and aesthetic reasons, the minimum quality and freshness of fish to be eaten raw must be superior to that of fish which is to be cooked.",Why is raw Asian fish of higher quality.,,
366FYU4PTGPC64VXT3LBSZITUXCEKX,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:19 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:19 PDT 2016,,,35GMH2SV3EHYJFE6HYI5N0VKO8KOEH,A4T1X0PO5N1G9,Submitted,Mon Mar 07 10:02:16 PST 2016,Mon Mar 07 10:02:44 PST 2016,Tue Mar 08 10:02:44 PST 2016,,,,28,100% (407/407),100% (407/407),100% (381/381),Curry-Curry_in_South_Africa_and_a_few_other,"<font color=""blue"">Question</font>: Where is ""Bunny Chow"" popular?<br/><font color=""blue"">Sentence(s)</font>: European versions use mainly traditional recipes with the addition of red wine, milk, cream, vanilla or butter instead of ghee.The famous Bunny chow, a South African standard, has spread in popularity throughout the country, into other southern African countries and countries with large South African immigrant populations.","What places enoy eating ""Bunny Chow""?",,
3Z33IC0JC0M9RJYSKWJW2USZJY3V9Q,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:29 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:29 PDT 2016,,,3ZSANO2JCF75NL6VJQJKPNQLXY1SFZ,ANVQHOZD9JWYK,Submitted,Mon Mar 07 09:58:27 PST 2016,Mon Mar 07 10:01:21 PST 2016,Tue Mar 08 10:01:21 PST 2016,,,,174,0% (0/0),0% (0/0),0% (0/0),Las_Vegas_Strip-Pedestrian_traffic,"<font color=""blue"">Question</font>: When do sidewalks get crowded on the Las Vegas Strip?<br/><font color=""blue"">Sentence(s)</font>: Sidewalks can get crowded in the evenings and early mornings, especially on weekend nights.",At what time sidewalks on the Las Vegas strip is over crowded ?,,
3Y7LTZE0YTMOKVR5J43QJWS9KUJZUL,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:19 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:19 PDT 2016,,,3YDTZAI2WXGVVLACMQ8H2I6LI8F140,A1945USNZHTROX,Submitted,Mon Mar 07 09:52:53 PST 2016,Mon Mar 07 09:53:58 PST 2016,Tue Mar 08 09:53:58 PST 2016,,,,65,0% (0/0),0% (0/0),0% (0/0),Curry-Curry_in_the_West_Indies,"<font color=""blue"">Question</font>: What is the main type of curry in Jamaica and Trinidad?<br/><font color=""blue"">Sentence(s)</font>: In Jamaica and Trinidad, curried goat is prominently featured.",What type of curried meat is mainly made in Jamaica and Trinidad?,,
38F60IALAGHCIX6QF50O813LJ9UT0X,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,3HHRAGRYX85HOJNP9N2JVMU9XB4O97,ABF3ITT2M64ZM,Submitted,Mon Mar 07 10:13:59 PST 2016,Mon Mar 07 10:15:18 PST 2016,Tue Mar 08 10:15:18 PST 2016,,,,79,100% (11/11),100% (11/11),100% (11/11),Venezuela-Languages,"<font color=""blue"">Question</font>: Is only Spanish spoken in Venezuela?<br/><font color=""blue"">Sentence(s)</font>: Although the country is mostly monolingual Spanish, many languages are spoken in Venezuela.",Is Spainish the only language spoken in Venezuela?,,
3XBXDSS888JWWA4W98N4VOGFZ3SXLS,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:19 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:19 PDT 2016,,,384PI804XS1EQHR5G80ZMG3HRWDS0W,A36HM2UTA342IH,Submitted,Mon Mar 07 10:06:14 PST 2016,Mon Mar 07 10:06:22 PST 2016,Tue Mar 08 10:06:22 PST 2016,,,,8,0% (0/0),0% (0/0),0% (0/0),Bibimbap-Abstract,"<font color=""blue"">Question</font>: What does the word bibimbap mean?<br/><font color=""blue"">Sentence(s)</font>: The word literally means ""mixed rice"".",What does bibimbap mean?,,
3FDWKV9VCN2OLOSM4FDWBUW05Q1MUR,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:19 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:19 PDT 2016,,,3LOZAJ85YDDTI8GIP5A04CDO39ZX2T,A1RDMWOI0NA84W,Submitted,Mon Mar 07 10:07:25 PST 2016,Mon Mar 07 10:08:05 PST 2016,Tue Mar 08 10:08:05 PST 2016,,,,40,0% (0/0),0% (0/0),0% (0/0),Galbi-Varieties,"<font color=""blue"">Question</font>: What is Tteokgalbi similar to?<br/><font color=""blue"">Sentence(s)</font>: Tteokgalbi () is made much like meat balls.",What could Tteokgalbi be compared to?,,
3DA79LNS59V8ZP5NYSI7AZ1SMLF3T3,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,3BF51CHDTVAP08DP5EO0I2WFILXH01,A3GJD82FFEJX82,Submitted,Mon Mar 07 10:11:53 PST 2016,Mon Mar 07 10:13:32 PST 2016,Tue Mar 08 10:13:32 PST 2016,,,,99,0% (0/0),0% (0/0),0% (0/0),Czech_Republic-Military,"<font color=""blue"">Question</font>: The Czech armed forces consists of what three parts?<br/><font color=""blue"">Sentence(s)</font>: The Czech armed forces consist of the Army, Air Force and of specialized support units.",There are three factions that make up The Armed Forces of the Czech Republic. What are they?,,
3VEI3XUCZRX2QZXIS1AJNN3B3W8PRM,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:29 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:29 PDT 2016,,,3YDGXNSEOZUD6LUXLBHWHSTTWEN84T,AR22D9E55HQBF,Submitted,Mon Mar 07 10:09:05 PST 2016,Mon Mar 07 10:09:28 PST 2016,Tue Mar 08 10:09:28 PST 2016,,,,23,0% (0/0),0% (0/0),0% (0/0),Las_Vegas_Strip-Current,"<font color=""blue"">Question</font>: Where is the only Barney's store in Las Vegas?<br/><font color=""blue"">Sentence(s)</font>:  The Shoppes at The Palazzo feature luxury stores including the only Barneys New York department store in Las Vegas.",Where is Las Vegas's only Barney's located?,,
351S7I5UG9WLPQ2S4HOIH7CPT0ENJX,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,3M23Y66PO2794SDKIXGGVHD84Z0S6Y,AZE084MMZVEYT,Submitted,Mon Mar 07 10:15:46 PST 2016,Mon Mar 07 10:15:59 PST 2016,Tue Mar 08 10:15:59 PST 2016,,,,13,0% (0/0),0% (0/0),0% (0/0),Czech_Republic-Transportation_infrastructure,"<font color=""blue"">Question</font>: What is Prague's main airport?<br/><font color=""blue"">Sentence(s)</font>: Václav Havel Airport in Prague is the main international airport in the country.",What is the name of Prague's biggest airport?,,
371QPA24C2OCPMR8BO4OM6MVO10T10,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,3IJXV6UZ1XJDWX8859P02AYHROAIRS,AOPG07J95DDJT,Submitted,Mon Mar 07 09:49:39 PST 2016,Mon Mar 07 09:50:56 PST 2016,Tue Mar 08 09:50:56 PST 2016,,,,77,0% (0/0),0% (0/0),0% (0/0),"Union_Station_(Washington,_D.C.)-Architecture","<font color=""blue"">Question</font>: Which architectural influence of Union Station pays homage to a feature occurring within the last 200 years.<br/><font color=""blue"">Sentence(s)</font>: The final aspect owed much to the Court of Heroes at the World’s Columbian Exposition of 1893 in Chicago, where Burnham had been coordinating architect.",What type of architectural feature does Union Station pay homage to?,,
3SSN80MU8COLC4MEO8B3GO30A3OKXD,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,30OG32W0SUBG1UEUGJIS8BVFYYHENU,AZE084MMZVEYT,Submitted,Mon Mar 07 10:20:05 PST 2016,Mon Mar 07 10:20:13 PST 2016,Tue Mar 08 10:20:13 PST 2016,,,,8,0% (0/0),0% (0/0),0% (0/0),Peru-History,"<font color=""blue"">Question</font>: What are the ""Bourbon Reforms"" enacted in 18th Century Peru?<br/><font color=""blue"">Sentence(s)</font>: In response, the Crown enacted the Bourbon Reforms, a series of edicts that increased taxes and partitioned the Viceroyalty.",What are Peru's Bourbon Reforms?,,
3VADEH0UHCXEREXV7QAODX87PYRPSA,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,30LB5CDZNCABRTDJB0U7I90KEBD0Z9,AZE084MMZVEYT,Submitted,Mon Mar 07 10:02:13 PST 2016,Mon Mar 07 10:02:27 PST 2016,Tue Mar 08 10:02:27 PST 2016,,,,14,0% (0/0),0% (0/0),0% (0/0),"Union_Station_(Washington,_D.C.)-1953_overrun","<font color=""blue"">Question</font>: On what date did  the Pennsylvania Railroad's ""Federal"", the overnight train from Boston, crash into the station?<br/><font color=""blue"">Sentence(s)</font>: On the morning of January 15, 1953, the Pennsylvania Railroad's ""Federal"", the overnight train from Boston, crashed into the station.",When did the Federal train in Boston crash into a station?,,
3ZFRE2BDQ9EG1ZL0O9ED33RDEC0XZB,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,3CFJTT4SXTQ3EEOTWVRUXT7HQCG7II,A4T1X0PO5N1G9,Submitted,Mon Mar 07 10:01:30 PST 2016,Mon Mar 07 10:01:54 PST 2016,Tue Mar 08 10:01:54 PST 2016,,,,24,100% (407/407),100% (407/407),100% (381/381),Peru-Demographics,"<font color=""blue"">Question</font>: How much of the population of Peru lived in urban areas in 2007?<br/><font color=""blue"">Sentence(s)</font>: As of 2007, 75.9% lived in urban areas and 24.1% in rural areas.",What percentage of Peru residents live in urban areas in 2007?,,
35NNO802AVWPUFIMMZ3I56XPGLPNIL,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,3LS2AMNW5FQNGI4BQPD5HHKY7B9OQU,A192MH226Q1NT4,Submitted,Mon Mar 07 10:13:19 PST 2016,Mon Mar 07 10:13:58 PST 2016,Tue Mar 08 10:13:58 PST 2016,,,,39,0% (0/0),0% (0/0),0% (0/0),Central_Park-Geology,"<font color=""blue"">Question</font>: What fault zone traverses Central Park?<br/><font color=""blue"">Sentence(s)</font>: During this period the tectonic plates began to move toward each other, which resulted in the creation of the supercontinent, Pangaea.Cameron's Line is a fault zone that traverses Central Park on an east-west axis.Various glaciers have covered the area of Central Park in the past, with the most recent being the Wisconsin glacier which receded about 12,000 years ago.",What fault zone extends across Central Park?,,
38LRF35D5LWNZ2KCYX8HFVNU5ZM3UU,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,3WSELTNVR32B6U22XA2ILRBG211TAB,AZE084MMZVEYT,Submitted,Mon Mar 07 09:50:10 PST 2016,Mon Mar 07 09:50:44 PST 2016,Tue Mar 08 09:50:44 PST 2016,,,,34,0% (0/0),0% (0/0),0% (0/0),Romania-Independence_and_monarchy,"<font color=""blue"">Question</font>: When did Romania become a kingdom?<br/><font color=""blue"">Sentence(s)</font>: In 1881, the principality was raised to a kingdom and Prince Carol became King Carol I of Romania.The 1878–1914 period was one of stability and progress for Romania.",Romania become a kingdom in what year?,,
3XDSWAMB22SJK99EAHZDYXUZ8RSQC9,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,3HVVDCPGTESC2C05DGGYODTN5S4YTQ,AZE084MMZVEYT,Submitted,Mon Mar 07 09:52:58 PST 2016,Mon Mar 07 09:53:17 PST 2016,Tue Mar 08 09:53:17 PST 2016,,,,19,0% (0/0),0% (0/0),0% (0/0),Romania-Social_welfare,"<font color=""blue"">Question</font>: How soon are mothers entitled with a vacation after childbirth?<br/><font color=""blue"">Sentence(s)</font>: As soon as mothers give birth, they are entitled to vacation.",When can post-pregnancy mothers take a vacation?,,
3P7QK0GJ3TLF0JI30KTKDDXH1302Z6,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,3U84XHCDICDSQHVKU1H9UCQXVNU4ZU,A4T1X0PO5N1G9,Submitted,Mon Mar 07 10:15:30 PST 2016,Mon Mar 07 10:15:50 PST 2016,Tue Mar 08 10:15:50 PST 2016,,,,20,100% (407/407),100% (407/407),100% (381/381),Central_Park-Fauna,"<font color=""blue"">Question</font>: Eastern gray squirrel is part of what genus?<br/><font color=""blue"">Sentence(s)</font>: * Eastern gray squirrel, or grey squirrel (""Sciurus carolinensis""), is a tree squirrel in the genus Sciurus native to the eastern and midwestern United States.",What genus does the eastern gray squirrel belong to?,,
3QO7EE372ON0A4H8WH3INDOHQ6SQB2,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,3R6BYFZZP7CDJ2SUD0P7OV7DCD5XFE,A4T1X0PO5N1G9,Submitted,Mon Mar 07 10:15:03 PST 2016,Mon Mar 07 10:15:29 PST 2016,Tue Mar 08 10:15:29 PST 2016,,,,26,100% (407/407),100% (407/407),100% (381/381),Grand_Central_Terminal-Abstract,"<font color=""blue"">Question</font>: In what year did Grand Central Station become Grand Central Terminal?<br/><font color=""blue"">Sentence(s)</font>: Until 1991 the terminal served Amtrak, which moved to nearby Pennsylvania Station upon completion of the Empire Connection.Although the terminal has been properly called “Grand Central Terminal” since 1913, many people continue to refer to it wrongly as “Grand Central Station,” the name of the previous rail station on the same site, and of the U.S. Post Office station next door, which is not part of the terminal.",What year did Grand Central Station change its name?,,
3EFNPKWBMSO7JG8W0QUXQOZNPAH30Q,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,3JAOYWH7VI49IYKSWVMR35QF26Z9LB,A1PTH9KTRO06EG,Submitted,Mon Mar 07 10:04:42 PST 2016,Mon Mar 07 10:05:01 PST 2016,Tue Mar 08 10:05:01 PST 2016,,,,19,0% (0/0),0% (0/0),0% (0/0),Tunisia-Language,"<font color=""blue"">Question</font>: How much of the population of Tunisia were French-speakers in 2010?<br/><font color=""blue"">Sentence(s)</font>: In 2010, there were 6,639,000 French-speakers in Tunisia, or about 64% of the population.",How many people in Tunisia spoke french in 2010.,,
3PUV2Q8SV446LVD3RVXYNEHI7R3DBK,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,3LBXNTKX0RV4IS1HAEPFEZL29FAX9M,A2XI9YL5UOO2YC,Submitted,Mon Mar 07 10:14:40 PST 2016,Mon Mar 07 10:15:03 PST 2016,Tue Mar 08 10:15:03 PST 2016,,,,23,100% (259/259),100% (259/259),100% (259/259),Grand_Central_Terminal-Layout,"<font color=""blue"">Question</font>: What happened to the spies before they could strike?<br/><font color=""blue"">Sentence(s)</font>: The spies were arrested by the FBI before they could strike.",What happened before the spies could strike?,,
375VMB7D4JJG83R9X5PF91LV2HNIDY,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 09:48:30 PST 2016,1,BatchId:2299422;,180,86400,Mon Mar 14 10:48:30 PDT 2016,,,3XCC1ODXDLBQDVWRIHU9BCP3IYURQ7,A4T1X0PO5N1G9,Submitted,Mon Mar 07 10:18:43 PST 2016,Mon Mar 07 10:19:30 PST 2016,Tue Mar 08 10:19:30 PST 2016,,,,47,100% (407/407),100% (407/407),100% (381/381),Tunisia-Literature,"<font color=""blue"">Question</font>: In Tunisian literature, what percentage of books are published for children?<br/><font color=""blue"">Sentence(s)</font>: Nearly a third of the books are published for children.",What percentage of books are for kids in Tunisian literature?,,
