HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_id,Input.candidates,Input.content,Answer.QuestionSentencesBox,Answer.QuestionTextBox,Approve,Reject
3AJA9FLWSCYD6N55OBK5X1OGEMJIF9,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:38 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:38 PST 2016,,,3I2PTA7R3TU4QRJWSXLCA03PMMYKQ0,A344RWG1GTNV92,Submitted,Tue Mar 01 12:33:17 PST 2016,Tue Mar 01 12:34:33 PST 2016,Wed Mar 02 12:34:33 PST 2016,,,,76,0% (0/0),0% (0/0),0% (0/0),Cloning-Organism_cloning,6,"Category: Science<br/>Title: Cloning<br/>Section: Organism cloning<br/><br/>1. Organism cloning (also called reproductive cloning) refers to the procedure of creating a new multicellular organism, genetically identical to another.<br/>2. In essence this form of cloning is an asexual method of reproduction, where fertilization or inter-gamete contact does not take place.<br/>3. Asexual reproduction is a naturally occurring phenomenon in many species, including most plants (see vegetative reproduction) and some insects.<br/>4. Scientists have made some major achievements with cloning, including the asexual reproduction of sheep and cows.<br/>5. There is a lot of ethical debate over whether or not cloning should be used.<br/>6. <strike>However, cloning, or asexual propagation, has been common practice in the horticultural world for hundreds of years.</strike><br/>",4,What animals have scientists sucesfully cloned?,,
35F6NGNVM8JQ086A04LXNGD8RFG7TB,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:38 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:38 PST 2016,,,3STRJBFXOWRHI7BO91F7F5EC6TTTKJ,A14BSSXMEM9PTD,Submitted,Tue Mar 01 12:03:24 PST 2016,Tue Mar 01 12:04:50 PST 2016,Wed Mar 02 12:04:50 PST 2016,,,,86,100% (9/9),100% (9/9),0% (0/0),Global_warming-Food_security,3,"Category: Science<br/>Title: Global warming<br/>Section: Food security<br/><br/>1. Under present trends, by 2030, maize production in Southern Africa could decrease by up to 30%, while rice, millet and maize in South Asia could decrease by up to 10%.<br/>2. By 2080, yields in developing countries could decrease by 10% to 25% on average while India could see a drop of 30% to 40%.<br/>3. <strike>By 2100, while the population of three billion is expected to double, rice and maize yields in the tropics are expected to decrease by 20–40% because of higher temperatures without accounting for the decrease in yields as a result of soil moisture and water supplies stressed by rising temperatures.Future warming of around (by 2100, relative to 1990–2000) could result in increased crop yields in mid- and high-latitude areas, but in low-latitude areas, yields could decline, increasing the risk of malnutrition.</strike><br/>4. A similar regional pattern of net benefits and costs could occur for economic (market-sector) effects.<br/>5. Warming above could result in crop yields falling in temperate regions, leading to a reduction in global food production.<br/>",1,By how much is the maize production in Southern Africa predicted to decreade by 2030?,,
3LN3BXKGC0V1LIL5OCU2GDX0UCIGWE,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:38 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:38 PST 2016,,,3C44YUNSI1PBC9C703K06IIPXHDDPN,A292QSLC0BUT0O,Submitted,Tue Mar 01 12:09:37 PST 2016,Tue Mar 01 12:10:49 PST 2016,Wed Mar 02 12:10:49 PST 2016,,,,72,100% (14/14),100% (14/14),100% (5/5),Periodic_table-Blocks,1,"Category: Science<br/>Title: Periodic table<br/>Section: Blocks<br/><br/>1. <strike>The different regions of the periodic table are sometimes referred to as ""blocks"" in recognition of the sequence in which the electron shells of the elements are filled.</strike><br/>2. Each block is named according to the subshell in which the ""last"" electron notionally resides.<br/>3. The s-block comprises the first two groups (alkali metals and alkaline earth metals) as well as hydrogen and helium.<br/>4. The p-block comprises the last six groups which are groups 13 to 18 in IUPAC (3A to 8A in American) and contains, among other elements, all of the metalloids.<br/>5. The d-block comprises groups 3 to 12 in IUPAC (or 3B to 2B in American group numbering) and contains all of the transition metals.<br/>6. The f-block, usually offset below the rest of the periodic table, comprises the lanthanides and actinides.<br/>",6,Which block is used to offset the  periodic table?,,
362E9TQF2HQJKN10ZVQNFMOSF1JIG8,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:38 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:38 PST 2016,,,3LKC68YZ3A3S0F0X2YCB962KUSPOWS,A7BW5SCFKBUCE,Submitted,Tue Mar 01 12:38:44 PST 2016,Tue Mar 01 12:48:00 PST 2016,Wed Mar 02 12:48:00 PST 2016,,,,556,0% (0/0),0% (0/0),0% (0/0),Physics-Abstract,4,"Category: Science<br/>Title: Physics<br/>Section: Abstract<br/><br/>1. Physics (from , from ""phúsis"" ""nature"") is the natural science that involves the study of matter and its motion through space and time, along with related concepts such as energy and force.<br/>2. More broadly, it is the general analysis of nature, conducted in order to understand how the universe behaves.Physics is one of the oldest academic disciplines, perhaps the oldest through its inclusion of astronomy.<br/>3. Over the last two millennia, physics was a part of natural philosophy along with chemistry, certain branches of mathematics, and biology, but during the Scientific Revolution in the 17th century, the natural sciences emerged as unique research programs in their own right.<br/>4. <strike>Physics intersects with many interdisciplinary areas of research, such as biophysics and quantum chemistry, and the boundaries of physics are not rigidly defined.</strike><br/>5. New ideas in physics often explain the fundamental mechanisms of other sciences while opening new avenues of research in areas such as mathematics and philosophy.Physics also makes significant contributions through advances in new technologies that arise from theoretical breakthroughs.<br/>6. For example, advances in the understanding of electromagnetism or nuclear physics led directly to the development of new products which have dramatically transformed modern-day society, such as television, computers, domestic appliances, and nuclear weapons; advances in thermodynamics led to the development of industrialization; and advances in mechanics inspired the development of calculus.<br/>",1,What is physics?,,
3MGHRFQY2LP8ZJ5KPBNNGIV0Y3SY0R,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:38 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:38 PST 2016,,,3X1FV8S5JXRRTDJUO5U7IVA4WXXGVO,A344RWG1GTNV92,Submitted,Tue Mar 01 12:36:13 PST 2016,Tue Mar 01 12:37:05 PST 2016,Wed Mar 02 12:37:05 PST 2016,,,,52,0% (0/0),0% (0/0),0% (0/0),Biology-Ecological_and_environmental,1,"Category: Science<br/>Title: Biology<br/>Section: Ecological and environmental<br/><br/>1. <strike>Ecology studies the distribution and abundance of living organisms, and the interactions between organisms and their environment.</strike><br/>2. The habitat of an organism can be described as the local abiotic factors such as climate and ecology, in addition to the other organisms and biotic factors that share its environment.<br/>3. One reason that biological systems can be difficult to study is that so many different interactions with other organisms and the environment are possible, even on small scales.<br/>4. A microscopic bacterium in a local sugar gradient is responding to its environment as much as a lion searching for food in the African savanna.<br/>5. For any species, behaviors can be co-operative, competitive, parasitic, or symbiotic.<br/>6. Matters become more complex when two or more species interact in an ecosystem.Ecological systems are studied at several different levels, from individuals and populations to ecosystems and the biosphere.<br/>7. The term population biology is often used interchangeably with population ecology, although ""population biology"" is more frequently used when studying diseases, viruses, and microbes, while population ecology is more commonly used when studying plants and animals.<br/>8. Ecology draws on many subdisciplines.Ethology studies animal behavior (particularly that of social animals such as primates and canids), and is sometimes considered a branch of zoology.<br/>9. Ethologists have been particularly concerned with the evolution of behavior and the understanding of behavior in terms of the theory of natural selection.<br/>10. In one sense, the first modern ethologist was Charles Darwin, whose book, ""The Expression of the Emotions in Man and Animals,"" influenced many ethologists to come.Biogeography studies the spatial distribution of organisms on the Earth, focusing on topics like plate tectonics, climate change, dispersal and migration, and cladistics.<br/>",10,Who was the first modern ethologist?,,
30QQTY5GMKK50LLZ09B7SCZAATN7U2,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:38 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:38 PST 2016,,,3S4AW7T80BI8LSEGF0Q0MXFZFUKL4L,A7BW5SCFKBUCE,Submitted,Tue Mar 01 12:27:06 PST 2016,Tue Mar 01 12:41:11 PST 2016,Wed Mar 02 12:41:11 PST 2016,,,,845,0% (0/0),0% (0/0),0% (0/0),Evolution-Biased_mutation,8,"Category: Science<br/>Title: Evolution<br/>Section: Biased mutation<br/><br/>1. In addition to being a major source of variation, mutation may also function as a mechanism of evolution when there are different probabilities at the molecular level for different mutations to occur, a process known as mutation bias.<br/>2. If two genotypes, for example one with the nucleotide G and another with the nucleotide A in the same position, have the same fitness, but mutation from G to A happens more often than mutation from A to G, then genotypes with A will tend to evolve.<br/>3. Different insertion vs. deletion mutation biases in different taxa can lead to the evolution of different genome sizes.<br/>4. Developmental or mutational biases have also been observed in morphological evolution.<br/>5. For example, according to the phenotype-first theory of evolution, mutations can eventually cause the genetic assimilation of traits that were previously induced by the environment.Mutation bias effects are superimposed on other processes.<br/>6. If selection would favor either one out of two mutations, but there is no extra advantage to having both, then the mutation that occurs the most frequently is the one that is most likely to become fixed in a population.<br/>7. Mutations leading to the loss of function of a gene are much more common than mutations that produce a new, fully functional gene.<br/>8. <strike>Most loss of function mutations are selected against.</strike><br/>9. But when selection is weak, mutation bias towards loss of function can affect evolution.<br/>10. For example, pigments are no longer useful when animals live in the darkness of caves, and tend to be lost.<br/>11. This kind of loss of function can occur because of mutation bias, and/or because the function had a cost, and once the benefit of the function disappeared, natural selection leads to the loss.<br/>12. Loss of sporulation ability in a bacterium during laboratory evolution appears to have been caused by mutation bias, rather than natural selection against the cost of maintaining sporulation ability.<br/>13. When there is no selection for loss of function, the speed at which loss evolves depends more on the mutation rate than it does on the effective population size, indicating that it is driven more by mutation bias than by genetic drift.<br/>",9,What happens what selection is weak?,,
3N5YJ55YXG3AOXZOABB5O896350NAH,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:38 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:38 PST 2016,,,3NS0A6KXC4882XO4P2JA31N0K80ZG4,A7BW5SCFKBUCE,Submitted,Tue Mar 01 12:25:03 PST 2016,Tue Mar 01 12:39:09 PST 2016,Wed Mar 02 12:39:09 PST 2016,,,,846,0% (0/0),0% (0/0),0% (0/0),Anatomy-Bird_anatomy,12,"Category: Science<br/>Title: Anatomy<br/>Section: Bird anatomy<br/><br/>1. Birds are tetrapods but though their hind limbs are used for walking or hopping, their front limbs are wings covered with feathers and adapted for flight.<br/>2. Birds are endothermic, have a high metabolic rate, a light skeletal system and powerful muscles.<br/>3. The long bones are thin, hollow and very light.<br/>4. Air sac extensions from the lungs occupy the centre of some bones.<br/>5. The sternum is wide and usually has a keel and the caudal vertebrae are fused.<br/>6. There are no teeth and the narrow jaws are adapted into a horn-covered beak.<br/>7. The eyes are relatively large, particularly in nocturnal species such as owls.<br/>8. They face forwards in predators and sideways in ducks.The feathers are outgrowths of the epidermis and are found in localized bands from where they fan out over the skin.<br/>9. Large flight feathers are found on the wings and tail, contour feathers cover the bird's surface and fine down occurs on young birds and under the contour feathers of water birds.<br/>10. The only cutaneous gland is the single uropygial gland near the base of the tail.<br/>11. This produces an oily secretion that waterproofs the feathers when the bird preens.<br/>12. <strike>There are scales on the legs and feet and claws on the tips of the toes.</strike><br/>",6,Do they have teeth?,,
3I01FDIL6M8CXID7824NMLEEDD6D2I,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:38 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:38 PST 2016,,,3WSELTNVR32B6U22XA2ILRBG1H2ATO,A36USZNWDMW7QF,Submitted,Tue Mar 01 12:26:27 PST 2016,Tue Mar 01 12:28:20 PST 2016,Wed Mar 02 12:28:20 PST 2016,,,,113,0% (0/0),0% (0/0),0% (0/0),Astrology-Mediaeval_objections,2,"Category: Science<br/>Title: Astrology<br/>Section: Mediaeval objections<br/><br/>1. In the seventh century, Isidore of Seville argued in his ""Etymologiae"" that astronomy described the movements of the heavens, while astrology had two parts: one was scientific, describing the movements of the sun, the moon and the stars, while the other, making predictions, was theologically erroneous.<br/>2. <strike>In contrast, John Gower in the fourteenth century defined astrology as essentially limited to the making of predictions.</strike><br/>3. The influence of the stars was in turn divided into natural astrology, with for example effects on tides and the growth of plants, and judicial astrology, with supposedly predictable effects on people.<br/>4. The fourteenth century skeptic Nicole Oresme however included astronomy as a part of astrology in his ""Livre de divinacions"".<br/>5. Oresme argued that current approaches to prediction of events such as plagues, wars, and weather were inappropriate, but that such prediction was a valid field of inquiry.<br/>6. However, he attacked the use of astrology to choose the timing of actions (so-called interrogation and election) as wholly false, and rejected the determination of human action by the stars on grounds of free will.<br/>7. The friar Laurens Pignon (c. 1368–1449) similarly rejected all forms of divination and determinism, including by the stars, in his 1411 ""Contre les Devineurs"".<br/>8. This was in opposition to the tradition carried by the Arab astronomer Albumasar (787-886) whose ""Introductorium in Astronomiam"" and ""De Magnis Coniunctionibus"" argued the view that both individual actions and larger scale history are determined by the stars.<br/>",3,How does natural astrology differ from judicial astrology?,,
32PT7WK7DMF1I09QC2IS5VJ6JR6D3T,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:38 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:38 PST 2016,,,3X66WABAJWI7H4HB4VO1Z0IL5D2G3P,A4T1X0PO5N1G9,Submitted,Tue Mar 01 12:29:47 PST 2016,Tue Mar 01 12:37:16 PST 2016,Wed Mar 02 12:37:16 PST 2016,,,,449,100% (132/132),100% (132/132),100% (132/132),Solar_System-Venus,3,"Category: Science<br/>Title: Solar System<br/>Section: Venus<br/><br/>1. •&nbsp;&nbsp;&nbsp;&nbsp; Venus (0.7 AU from the Sun) is close in size to Earth (0.815 Earth masses) and, like Earth, has a thick silicate mantle around an iron core, a substantial atmosphere, and evidence of internal geological activity.<br/>2. It is much drier than Earth, and its atmosphere is ninety times as dense.<br/>3. <strike>Venus has no natural satellites.</strike><br/>4. It is the hottest planet, with surface temperatures over 400 °C (752°F), most likely due to the amount of greenhouse gases in the atmosphere.<br/>5. No definitive evidence of current geological activity has been detected on Venus, but it has no magnetic field that would prevent depletion of its substantial atmosphere, which suggests that its atmosphere is frequently replenished by volcanic eruptions.<br/>",2,How does Venus's atmosphere compare to Earth's?,,
3RHLQY6EDT4M0WSUCGNBF0BCXR2D4E,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:38 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:38 PST 2016,,,3GU1KF0O4I1IXCENM7TUBSUPUW3BPG,A4T1X0PO5N1G9,Submitted,Tue Mar 01 12:29:37 PST 2016,Tue Mar 01 12:35:15 PST 2016,Wed Mar 02 12:35:15 PST 2016,,,,338,100% (132/132),100% (132/132),100% (132/132),NASA-Project_Apollo_(1961–72),10,"Category: Science<br/>Title: NASA<br/>Section: Project Apollo (1961–72)<br/><br/>1. Project Apollo (1961–72).The U.S public's perception of the Soviet lead in putting the first man in space, motivated President John F. Kennedy to ask the Congress on May 25, 1961 to commit the federal government to a program to land a man on the Moon by the end of the 1960s, which effectively launched the Apollo program.Apollo was one of the most expensive American scientific programs ever.<br/>2. It is estimated to have cost $ in present-day US dollars.<br/>3. (In comparison, the Manhattan Project cost roughly $, accounting for inflation.<br/>4. )It used the Saturn rockets as launch vehicles, which were far bigger than the rockets built for previous projects.<br/>5. The spacecraft was also bigger; it had two main parts, the combined command and service module (CSM) and the lunar landing module (LM).<br/>6. The LM was to be left on the Moon and only the command module (CM) containing the three astronauts would eventually return to Earth.The second manned mission, Apollo 8, brought astronauts for the first time in a flight around the Moon in December 1968.<br/>7. Shortly before, the Soviets had sent an unmanned spacecraft around the Moon.<br/>8. On the next two missions docking maneuvers that were needed for the Moon landing were practiced and then finally the Moon landing was made on the Apollo 11 mission in July 1969.The first person to stand on the Moon was Neil Armstrong, who was followed by Buzz Aldrin, while Michael Collins orbited above.<br/>9. Five subsequent Apollo missions also landed astronauts on the Moon, the last in December 1972.<br/>10. <strike>Throughout these six Apollo spaceflights, twelve men walked on the Moon.</strike><br/>11. These missions returned a wealth of scientific data and of lunar samples.<br/>12. Topics covered by experiments performed included soil mechanics, meteoroids, seismology, heat flow, lunar ranging, magnetic fields, and solar wind.<br/>13. The Moon landing marked the end of the space race and as a gesture, Armstrong mentioned mankind when he stepped down on the Moon.Apollo set major milestones in human spaceflight.<br/>14. It stands alone in sending manned missions beyond low Earth orbit, and landing humans on another celestial body.<br/>15. Apollo 8 was the first manned spacecraft to orbit another celestial body, while Apollo 17 marked the last moonwalk and the last manned mission beyond low Earth orbit.<br/>16. The program spurred advances in many areas of technology peripheral to rocketry and manned spaceflight, including avionics, telecommunications, and computers.<br/>17. Apollo sparked interest in many fields of engineering and left many physical facilities and machines developed for the program as landmarks.<br/>18. Many objects and artifacts from the program are on display at various locations throughout the world, notably at the Smithsonian's Air and Space Museums.<br/>",15,What was the first manned spacecraft to orbit another body?,,
3VCK0Q0PO5EENK16I9ECZ2XTUJP0N4,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:38 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:38 PST 2016,,,3YDGXNSEOZUD6LUXLBHWHSTTVUM48J,A4T1X0PO5N1G9,Submitted,Tue Mar 01 12:30:01 PST 2016,Tue Mar 01 12:39:49 PST 2016,Wed Mar 02 12:39:49 PST 2016,,,,588,100% (132/132),100% (132/132),100% (132/132),RNA-Double-stranded_RNA,1,"Category: Science<br/>Title: RNA<br/>Section: Double-stranded RNA<br/><br/>1. <strike>Double-stranded RNA (dsRNA) is RNA with two complementary strands, similar to the DNA found in all cells.</strike><br/>2. dsRNA forms the genetic material of some viruses (double-stranded RNA viruses).<br/>3. Double-stranded RNA such as viral RNA or siRNA can trigger RNA interference in eukaryotes, as well as interferon response in vertebrates.<br/>",2,What forms the genetic material of some viruses?,,
3J94SKDEKIP4WFWUQL6LKSHQXNXD5J,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:38 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:38 PST 2016,,,336KAV9KYQSIID6SU1W2NQKX4VU2Y0,A4T1X0PO5N1G9,Submitted,Tue Mar 01 12:32:37 PST 2016,Tue Mar 01 12:44:00 PST 2016,Wed Mar 02 12:44:00 PST 2016,,,,683,100% (132/132),100% (132/132),100% (132/132),Virus-Bacterial_viruses,6,"Category: Science<br/>Title: Virus<br/>Section: Bacterial viruses<br/><br/>1. Bacteriophages are a common and diverse group of viruses and are the most abundant form of biological entity in aquatic environments – there are up to ten times more of these viruses in the oceans than there are bacteria, reaching levels of 250,000,000 bacteriophages per millilitre of seawater.<br/>2. These viruses infect specific bacteria by binding to surface receptor molecules and then entering the cell.<br/>3. Within a short amount of time, in some cases just minutes, bacterial polymerase starts translating viral mRNA into protein.<br/>4. These proteins go on to become either new virions within the cell, helper proteins, which help assembly of new virions, or proteins involved in cell lysis.<br/>5. Viral enzymes aid in the breakdown of the cell membrane, and, in the case of the T4 phage, in just over twenty minutes after injection over three hundred phages could be released.The major way bacteria defend themselves from bacteriophages is by producing enzymes that destroy foreign DNA.<br/>6. <strike>These enzymes, called restriction endonucleases, cut up the viral DNA that bacteriophages inject into bacterial cells.</strike><br/>7. Bacteria also contain a system that uses CRISPR sequences to retain fragments of the genomes of viruses that the bacteria have come into contact with in the past, which allows them to block the virus's replication through a form of RNA interference.<br/>8. This genetic system provides bacteria with acquired immunity to infection.<br/>",1,How many bacteriophages are there per millilitre of seawater?,,
3R5LWXWHR08GAIQVYHQOIWB73EOGX7,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:38 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:38 PST 2016,,,3WYP994K17R60EPTH385D319K0UY6B,AXFXBHAKK5QG7,Submitted,Tue Mar 01 12:26:13 PST 2016,Tue Mar 01 12:27:12 PST 2016,Wed Mar 02 12:27:12 PST 2016,,,,59,0% (0/0),0% (0/0),0% (0/0),Bacteria-DNA_transfer,15,"Category: Science<br/>Title: Bacteria<br/>Section: DNA transfer<br/><br/>1. Some bacteria also transfer genetic material between cells.<br/>2. This can occur in three main ways.<br/>3. First, bacteria can take up exogenous DNA from their environment, in a process called transformation.<br/>4. Genes can also be transferred by the process of transduction, when the integration of a bacteriophage introduces foreign DNA into the chromosome.<br/>5. The third method of gene transfer is conjugation, whereby DNA is transferred through direct cell contact.Transduction of bacterial genes by bacteriophage appears to be a consequence of infrequent errors during intracellular assembly of virus particles, rather than a bacterial adaptation.<br/>6. Conjugation, in the much-studied E. coli system is determined by plasmid genes, and is an adaptation for transferring copies of the plasmid from one bacterial host to another.<br/>7. It is seldom that a conjugative plasmid integrates into the host bacterial chromosome, and subsequently transfers part of the host bacterial DNA to another bacterium.<br/>8. Plasmid-mediated transfer of host bacterial DNA also appears to be an accidental process rather than a bacterial adaptation.Transformation, unlike transduction or conjugation, depends on numerous bacterial gene products that specifically interact to perform this complex process, and thus transformation is clearly a bacterial adaptation for DNA transfer.<br/>9. In order for a bacterium to bind, take up and recombine donor DNA into its own chromosome, it must first enter a special physiological state termed competence (see Natural competence).<br/>10. In ""Bacillus subtilis"" about 40 genes are required for the development of competence.<br/>11. The length of DNA transferred during ""B. subtilis"" transformation can be between a third of a chromosome up to the whole chromosome.<br/>12. Transformation appears to be common among bacterial species, and thus far at least 60 species are known to have the natural ability to become competent for transformation.<br/>13. The development of competence in nature is usually associated with stressful environmental conditions, and seems to be an adaptation for facilitating repair of DNA damage in recipient cells.In ordinary circumstances, transduction, conjugation, and transformation involve transfer of DNA between individual bacteria of the same species, but occasionally transfer may occur between individuals of different bacterial species and this may have significant consequences, such as the transfer of antibiotic resistance.<br/>14. In such cases, gene acquisition from other bacteria or the environment is called horizontal gene transfer and may be common under natural conditions.<br/>15. <strike>Gene transfer is particularly important in antibiotic resistance as it allows the rapid transfer of resistance genes between different pathogens.</strike><br/>","1, 2",How many ways can some bacteria be transfered between cells?,,
3JYPJ2TAYI85N9S916AP6YPS00EFPI,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:39 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:39 PST 2016,,,33CUSNVVNNCEPMHZXE79Y49YXGF88R,A1EQTIWLC79HAZ,Submitted,Tue Mar 01 12:00:29 PST 2016,Tue Mar 01 12:08:16 PST 2016,Wed Mar 02 12:08:16 PST 2016,,,,467,0% (0/0),0% (0/0),0% (0/0),Yeast-Wine,12,"Category: Science<br/>Title: Yeast<br/>Section: Wine<br/><br/>1. Yeast is used in winemaking, where it converts the sugars present in grape juice (must) into ethanol.<br/>2. Yeast is normally already present on grape skins.<br/>3. Fermentation can be done with this endogenous ""wild yeast,"" but this procedure gives unpredictable results, which depend upon the exact types of yeast species present.<br/>4. For this reason, a pure yeast culture is usually added to the must; this yeast quickly dominates the fermentation.<br/>5. The wild yeasts are repressed, which ensures a reliable and predictable fermentation.Most added wine yeasts are strains of ""S. cerevisiae"", though not all strains of the species are suitable.<br/>6. Different ""S. cerevisiae"" yeast strains have differing physiological and fermentative properties, therefore the actual strain of yeast selected can have a direct impact on the finished wine.<br/>7. Significant research has been undertaken into the development of novel wine yeast strains that produce atypical flavour profiles or increased complexity in wines.The growth of some yeasts, such as ""Zygosaccharomyces"" and ""Brettanomyces"", in wine can result in wine faults and subsequent spoilage.<br/>8. ""Brettanomyces"" produces an array of metabolites when growing in wine, some of which are volatile phenolic compounds.<br/>9. Together, these compounds are often referred to as """"Brettanomyces"" character"", and are often described as ""antiseptic"" or ""barnyard"" type aromas.<br/>10. ""Brettanomyces"" is a significant contributor to wine faults within the wine industry.Researchers from University of British Columbia, Canada, have found a new strain of yeast that has reduced amines.<br/>11. The amines in red wine and Chardonnay produce off-flavors and cause headaches and hypertension in some people.<br/>12. <strike>About 30% of people are sensitive to biogenic amines, such as histamines.</strike><br/>","3, 4, 5",Why are pure yeast cultures added to the must?,,
3NCN4N1H1GHF774GGPB1JJTCLNMBN1,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:39 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:39 PST 2016,,,379J5II41OGQDUB9462DVJRQSJFELL,A4T1X0PO5N1G9,Submitted,Tue Mar 01 12:30:15 PST 2016,Tue Mar 01 12:42:30 PST 2016,Wed Mar 02 12:42:30 PST 2016,,,,735,100% (132/132),100% (132/132),100% (132/132),Microscope-Rise_of_modern_light_microscopy,5,"Category: Science<br/>Title: Microscope<br/>Section: Rise of modern light microscopy<br/><br/>1. The first detailed account of the interior construction of living tissue based on the use of a microscope did not appear until 1644, in Giambattista Odierna's ""L'occhio della mosca"", or ""The Fly's Eye"".It was not until the 1660s and 1670s that the microscope was used extensively for research in Italy, The Netherlands and England.<br/>2. Marcelo Malpighi in Italy began the analysis of biological structures beginning with the lungs.<br/>3. Robert Hooke's ""Micrographia"" had a huge impact, largely because of its impressive illustrations.<br/>4. The greatest contribution came from Antonie van Leeuwenhoek who discovered red blood cells and spermatozoa and helped popularise microscopy as a technique.<br/>5. <strike>On 9 October 1676, Van Leeuwenhoek reported the discovery of micro-organisms.In 1893 August Köhler developed a key technique for sample illumination, Köhler illumination, which is central to modern light microscopy.</strike><br/>6. This method of sample illumination gives rise to extremely even lighting and overcomes many limitations of older techniques of sample illumination.<br/>7. Further developments in sample illumination came from Frits Zernike in 1953 for inventing Phase Contrast, and Georges Nomarski 1955 for his development of differential interference contrast illumination; both of which allow imaging of unstained, transparent samples.<br/>",7,Who developed more in sample illumincation in 1953?,,
