paragraph_id,candidates,content
Assassination_of_William_McKinley-Background,8,"Category: Historical Events<br/>Title: Assassination of William McKinley<br/>Section: Background<br/><br/>1. In September 1901, William McKinley was at the height of his power as president.<br/>2. Elected in 1896, during the serious economic depression resulting from the Panic of 1893, he had defeated his Democratic rival, William Jennings Bryan.<br/>3. McKinley led the nation both to a return to prosperity and to victory in the Spanish-American War in 1898, taking possession of such Spanish colonies as Puerto Rico and the Philippines.<br/>4. Re-elected handily in a rematch against Bryan in 1900, according to historical writer Eric Rauchway, ""it looked as if the McKinley Administration would continue peaceably unbroken for another four years, a government devoted to prosperity"".McKinley's original vice president, Garret Hobart, had died in 1899, and McKinley left the choice of a running mate to the 1900 Republican National Convention.<br/>5. In advance of the convention, New York's Republican political boss, Senator Thomas C. Platt, saw an opportunity to politically sideline his state's governor, former Assistant Secretary of the Navy Theodore Roosevelt, by pushing for his nomination as vice president.<br/>6. Roosevelt accepted the nomination and was elected on McKinley's ticket.Leon Czolgosz was born in Detroit, Michigan, in 1873, the son of Polish immigrants.<br/>7. The Czolgosz family moved a number of times as Paul Czolgosz, Leon's father, sought work throughout the Midwest.<br/>8. <strike>As an adult, Leon Czolgosz worked in a Cleveland factory until he lost his job in a labor dispute in 1893.</strike><br/>9. Thereafter, he worked irregularly and attended political and religious meetings, trying to understand the reasons for the economic turmoil of the Panic of 1893.<br/>10. In so doing, he became interested in anarchism.<br/>11. By 1901, this movement was feared in the United States—New York's highest court had ruled that the act of identifying oneself as an anarchist in front of an audience was a breach of the peace.<br/>12. Anarchists had taken a toll in Europe of a half-dozen officials and members of royal houses, and had been blamed for the 1886 Haymarket bombing in Chicago.Two American presidents had been assassinated in the 19th century—Abraham Lincoln in 1865 and James Garfield in 1881.<br/>13. John Wilkes Booth, Lincoln's assassin, had been embittered by the Confederate defeat in the American Civil War; Charles Guiteau, the assassin of Garfield, was an eccentric (possibly insane) man motivated by personal political and religious views who had unsuccessfully sought office in Garfield's administration.<br/>14. Although two presidents had been struck down by assassins, McKinley did not like security personnel to come between him and the people.<br/>15. When in his hometown, Canton, Ohio, he often walked to church or the business district without protection, and in Washington went on drives with his wife without any guard in the carriage.<br/>"
Attack_on_Pearl_Harbor-Niihau_Incident,5,"Category: Historical Events<br/>Title: Attack on Pearl Harbor<br/>Section: Niihau Incident<br/><br/>1. The Japanese planners had determined that some means of rescuing fliers whose aircraft were too badly damaged to return to the carriers was required.<br/>2. The island of Niihau, only 30 minutes flying time from Pearl Harbor, was designated as the rescue point.The Zero flown by Petty Officer Shigenori Nishikaichi of Hiryu was damaged in the attack on Wheeler, and he flew to the rescue point on Niihau.<br/>3. The aircraft was further damaged on landing.<br/>4. Nishikaichi was helped from the wreckage by one of the native Hawaiian inhabitants, who, aware of the tension between the United States and Japan, took the pilot's maps and other documents.<br/>5. <strike>The island's residents had no telephones or radio and were completely unaware of the attack on Pearl Harbor.</strike><br/>6. Nishikaichi enlisted the support of three Japanese-American residents in an attempt to recover the documents.<br/>7. During the ensuing struggles, Nishikaichi was killed and a Hawaiian civilian was wounded; one collaborator committed suicide, and his wife and the third collaborator were sent to prison.The ease with which the local ethnic Japanese residents apparently went to the assistance of Nishikaichi was a source of concern for many, and tended to support those who believed that local Japanese could not be trusted.<br/>"
Attack_on_Pearl_Harbor-Alternate_history,5,"Category: Historical Events<br/>Title: Attack on Pearl Harbor<br/>Section: Alternate history<br/><br/>1. •&nbsp;&nbsp;&nbsp;&nbsp;""Days of Infamy"" is a novel by Harry Turtledove in which the Japanese attack on Hawaii is not limited to a strike on Pearl Harbor, but is instead a full-scale invasion and eventual occupation after U.S. forces are driven off the islands (something one of the key planners of the attack, Commander Minoru Genda, wanted but the senior officers realized was impossible).<br/>2. The many viewpoint characters (a Turtledove trademark) are drawn from Hawaiian civilians (both white and Japanese) as well as soldiers and sailors from both Japan and the USA.<br/>3. Turtledove has to date written one sequel, ""The End of the Beginning"".<br/>4. •&nbsp;&nbsp;&nbsp;&nbsp; The airstrike and Hawaii-invasion premise of ""Days of Infamy"" was earlier used in the first episode of the anime OVA series ""Konpeki no Kantai"".<br/>5. <strike>In the episode, Japan carries out the attack in the early hours of the morning, having perfected night carrier operations.</strike><br/>6. The raid begins with a flare drop by pathfinders.<br/>7. The entire base (including the repair facilities) and a number of supply ships in the harbor are destroyed by daybreak.<br/>8. As for the main body of the Pacific Fleet, the Combined Fleet regroups and annihilates them while they return to Pearl Harbor.<br/>9. The episode, which is divided into three stages in the series' game version, ends with Japanese troops landing at all islands in Hawaii.<br/>"
Dissolution_of_the_Soviet_Union-Soviet_Union_centre_–_one-party_democracy,18,"Category: Historical Events<br/>Title: Dissolution of the Soviet Union<br/>Section: Soviet Union centre – one-party democracy<br/><br/>1. 1987.Soviet Union centre – one-party democracy.At the 28–30 January 1987 Central Committee Plenum Mikhail Gorbachev suggested a new policy of 'democratization' throughout Soviet society.<br/>2. Specifically he suggested that future Communist Party elections should offer a choice between multiple candidates, elected by secret ballot, however the CPSU delegates at the Plenum watered down Gorbachev's words and democratic choice within the Communist Party was never significantly implemented.<br/>3. In addition Gorbachev radically expanded the scope of Glasnost stating that no subject was off limits for open discussion within the media, although the cautious intelligensia took almost a year to begin pushing the boundaries to see if he meant what he said.<br/>4. For the first time, the Communist Party leader, speaking at the Plenum of the Central Committee, appealed over the heads of its members for the people's support in exchange for a dramatic expansion of liberties.<br/>5. The tactic proved successful in that within two years political reform was invulnerable to the party 'conservatives', the unintended consequence was that having saved reform, the January 1987 choice, ultimately killed the very system it was designed to save.On 7 February 1987 dozens of political prisoners were freed in the first group release since the Khrushchev years in the 1950s.<br/>6. On May 6, 1987 Pamyat, a Russian Nationalist group, held an unsanctioned demonstration in Moscow.<br/>7. The authorities not only did not break up the demonstration by force—but later, the police kept traffic out of the demonstrators' way while they marched to an impromptu meeting with Boris Yeltsin, head of the Moscow Communist Party, and at that time one of Mikhail Gorbachev's closest allies in the ruling Politburo.On July 25, 1987 a group of 300 Crimean Tatars, calling for the right to return to the Crimean homeland from which they were deported in 1944, staged a noisy demonstration for several hours near the Kremlin Wall as dozens of police and soldiers looked on.On 10 September 1987, after a lecture from hard-liner Yegor Ligachev at the Politburo for allowing two small unsanctioned demonstrations on Moscow streets, Boris Yeltsin wrote a letter of resignation to Gorbachev who was holidaying on the Black Sea.<br/>8. When Gorbachev received the letter he was stunned – nobody in Soviet history had voluntarily resigned from the ranks of the Politburo.<br/>9. At the October 27, 1987 plenary meeting of the Central Committee of the CPSU, Yeltsin, frustrated that Gorbachev had not addressed any of the issues outlined in his resignation letter asked to speak.<br/>10. He expressed his discontent with both the slow pace of reform in society, the servility shown to the General Secretary, and opposition to him from Ligachev making his position untenable, before requesting to resign from the Politburo.<br/>11. This was sensational.<br/>12. Besides the fact that nobody had ever quit the Politburo, no one in the party had ever had the audacity to address a leader of the party in such a manner in front of the Central Committee since Leon Trotsky in the 1920s.<br/>13. In his reply, Gorbachev accused Yeltsin of ""political immaturity"" and ""absolute irresponsibility"".<br/>14. Nobody in the Central Committee backed Yeltsin.Within days news of Yeltsin's actions leaked and rumours of his 'secret speech' at the Central Committee spread throughout Moscow.<br/>15. Soon fabricated ""samizdat"" versions began to circulate.<br/>16. This was the beginning of Yeltsin's re-branding as a rebel and he continued to grow in popularity as an anti-establishment figure.<br/>17. The next four years of political struggle between Yeltsin and Gorbachev was a major factor in the destruction of the Soviet Union.<br/>18. <strike>On November 11, 1987 Yeltsin was fired from the post of First Secretary of the Moscow Communist Party.</strike><br/>"
Dissolution_of_the_Soviet_Union-Georgia_–_massacre_in_Tbilisi,"1, 2, 3","Category: Historical Events<br/>Title: Dissolution of the Soviet Union<br/>Section: Georgia – massacre in Tbilisi<br/><br/>1. <strike>On April 7, 1989 troops and armored personnel carriers were sent onto the streets of Tbilisi after more than 100,000 people gathered in front of the Government and Communist Party headquarters, many with banners calling for Georgia to secede from the Soviet Union and urging the full integration into Georgia of the autonomous region of Abkhazia.</strike><br/>2. <strike>On 9 April 9, 1989 at least sixteen people were killed and more than 200 wounded when troops attacked the peaceful demonstrators.</strike><br/>3. <strike>This event radicalised Georgian politics, prompting many to conclude that independence was preferable to continued Soviet rule.</strike><br/>4. On 14 April 1989 Gorbachev removed Jumber Patiashvili as First Secretary of the Georgian Communist Party for his poor handling of the April events and replaced him with the former Georgian KGB chief Givi Gumbaridze.On July 16, 1989 in Sukhumi capital of Abkhazia a protest against the opening of a Georgian university branch in the town led to violence that quickly degenerated into a large-scale inter-ethnic confrontation in which 18 died and hundreds were injured before Soviet troops restored order.<br/>5. This riot marked the start of the Georgian-Abkhaz conflict.<br/>"
Dissolution_of_the_Monasteries-Ireland,6,"Category: Historical Events<br/>Title: Dissolution of the Monasteries<br/>Section: Ireland<br/><br/>1. The dissolutions in Ireland followed a very different course from those in England and Wales.<br/>2. There were around 400 religious houses in Ireland in 1530—many more, relative to population and material wealth than in England and Wales.<br/>3. In marked distinction to the situation in England, in Ireland the houses of friars had flourished in the 15th century, attracting popular support and financial endowments, undertaking many ambitious building schemes, and maintaining a regular conventual and spiritual life.<br/>4. They constituted around half of the total number of religious houses.<br/>5. Irish monasteries, by contrast, had experienced a catastrophic decline in numbers, such that by the 16th century only a minority maintained the daily observance of the Divine Office.<br/>6. <strike>Henry's direct authority, as Lord of Ireland and from 1541 as King of Ireland, only extended to the area of the Pale immediately around Dublin.</strike><br/>7. Outside this area, he could only proceed by tactical agreement with clan chiefs and local lords.Nevertheless, Henry was determined to carry through a policy of dissolution in Ireland—and in 1537 introduced legislation into the Irish Parliament to legalise the closure of monasteries.<br/>8. The process faced considerable opposition, and only sixteen houses were suppressed.<br/>9. Henry remained resolute however, and from 1541 as part of the Tudor conquest of Ireland he continued to press for the area of successful dissolution to be extended.<br/>10. For the most part, this involved making deals with local lords, under which monastic property was granted away in exchange for allegiance to the new Irish Crown; and consequently Henry acquired little if any of the wealth of the Irish houses.<br/>11. By the time of Henry's death (1547) around half of the Irish houses had been suppressed; but many continued to resist dissolution until well into the reign of Elizabeth I, and some houses in the West of Ireland remained active until the early 17th century.<br/>12. In 1649, Oliver Cromwell led a Parliamentary army seeking to subjugate Ireland, and systematically sought out and destroyed former monastic houses.<br/>13. Subsequently, however, sympathetic landowners housed monks or friars close to several ruined religious houses, allowing them a continued covert existence during the 17th and 18th centuries, subject to the dangers of discovery and legal ejection or imprisonment.<br/>"
Dissolution_of_the_Monasteries-Arts_and_culture,3,"Category: Historical Events<br/>Title: Dissolution of the Monasteries<br/>Section: Arts and culture<br/><br/>1. Along with the destruction of the monasteries, some of them many hundreds of years old, the related destruction of the monastic libraries was perhaps the greatest cultural loss caused by the English Reformation.<br/>2. Worcester Priory (now Worcester Cathedral) had 600 books at the time of the dissolution.<br/>3. <strike>Only six of them are known to have survived intact to the present day.</strike><br/>4. At the abbey of the Augustinian Friars at York, a library of 646 volumes was destroyed, leaving only three known survivors.<br/>5. Some books were destroyed for their precious bindings, others were sold off by the cartload.<br/>6. The antiquarian John Leland was commissioned by the King to rescue items of particular interest (especially manuscript sources of Old English history), and other collections were made by private individuals; notably Matthew Parker.<br/>7. Nevertheless much was lost, especially manuscript books of English church music, none of which had then been printed.<br/>"
October_Revolution-Western_historiography,3,"Category: Historical Events<br/>Title: October Revolution<br/>Section: Western historiography<br/><br/>1. During the Cold War, Western historiography of the October Revolution developed in direct response to the assertions of the Soviet view.<br/>2. The Soviet Marxist-Leninist version of the October Revolution conditioned historical interpretations in the United States and the West.<br/>3. <strike>As a result, these Western historians exposed what they considered flaws in the Soviet view, thereby undermining the Bolshevik’s original legitimacy, as well as the precepts of Marxism.Far from being inevitable according the historical laws of Marxism, these Western historians presented the revolution as the result of a chain of contingent accidents.</strike><br/>4. Examples of these accidental and contingent factors that precipitated the Revolution include World War I's timing, chance, and the poor leadership of Tsar Nicholas II as well as liberal and moderate socialists.<br/>5. According to this historical interpretation, it was not popular support, but rather Bolshevik manipulation of the masses and the organization’s ruthlessness and superior structure which enabled it to survive.<br/>6. For these historians, the Bolsheviks’ defeat in the Constituent Assembly elections of November–December 1917 demonstrated popular opposition to the Bolsheviks’ coup, as did the scale and breadth of the Civil War.These historians saw the organization of the Bolshevik party as proto-totalitarian.<br/>7. Their interpretation of the October Revolution as a violent coup organized by a proto-totalitarian party reinforced the idea that totalitarianism is an inherent part of Soviet history.<br/>8. For them, Stalinist totalitarianism developed as a natural progression from Leninism and the Bolshevik party’s tactics and organization.<br/>"
October_Revolution-Impact_of_the_dissolution_of_the_USSR_on_historical_research,2,"Category: Historical Events<br/>Title: October Revolution<br/>Section: Impact of the dissolution of the USSR on historical research<br/><br/>1. The dissolution of the USSR had an impact on historical interpretations of the October Revolution.<br/>2. <strike>Since 1991, increasing access to large amounts of Soviet archival materials made it possible to re‑examine the October Revolution.</strike><br/>3. Though both Western and Russian historians now have access to many of these archives, the impact of the dissolution of the USSR can be seen most clearly in the work of historians in the former USSR.<br/>4. While the disintegration essentially helped solidify the Western and Revisionist views, post-USSR Russian historians largely repudiated the former Soviet historical interpretation of the Revolution.<br/>5. In other words, the established Soviet view of the October Revolution has been challenged, and consequently “Russian historians’ outlook has come closer to that of their Western conferes.” As Stephen Kotkin argues, 1991 prompted “a return to political history and the apparent resurrection of totalitarianism, the interpretive view that, in different ways…revisionists sought to bury”.<br/>6. In other words, after 1991, there has been the revival among some historians of the “continuity thesis”, the idea that there was an uncomplicated, natural evolution from the October Revolution’s organizational structure to Stalin’s Gulags.<br/>"
Invasion_of_Poland-Abstract,7,"Category: Historical Events<br/>Title: Invasion of Poland<br/>Section: Abstract<br/><br/>1. The Invasion of Poland, also known as the September Campaign or 1939 Defensive War or the Fourth Partition of Poland (Polish: ""Kampania wrześniowa"" or ""Wojna obronna 1939 roku"" or ""IV rozbiór Polski"") in Poland and the Poland Campaign (German: ""Polenfeldzug"") or Fall Weiß (Case White) in Germany, was an invasion of Poland by Germany, the Soviet Union, and a small Slovak contingent that marked the beginning of World War II in Europe.<br/>2. The German invasion began on 1 September 1939, one week after the signing of the Molotov–Ribbentrop Pact, while the Soviet invasion commenced on 17 September 1939 following the Molotov-Tōgō agreement which terminated the Russian and Japanese hostilities (Nomonhan incident) in the east on 16 September 1939.<br/>3. The campaign ended on 6 October 1939 with Germany and the Soviet Union dividing and annexing the whole of Poland.The morning after the Gleiwitz incident, German forces invaded Poland from the north, south, and west.<br/>4. As the Germans advanced, Polish forces withdrew from their forward bases of operation close to the Polish–German border to more established lines of defence to the east.<br/>5. After the mid-September Polish defeat in the Battle of the Bzura, the Germans gained an undisputed advantage.<br/>6. Polish forces then withdrew to the southeast where they prepared for a long defence of the Romanian Bridgehead and awaited expected support and relief from France and the United Kingdom.<br/>7. <strike>The two countries had pacts with Poland and had declared war on Germany on 3 September, though in the end their aid to Poland in the September campaign was very limited.The Soviet Red Army's invasion of Eastern Poland on 17 September, in accordance with a secret protocol of the Molotov–Ribbentrop Pact, rendered the Polish plan of defence obsolete.</strike><br/>8. Facing a second front, the Polish government concluded the defence of the Romanian Bridgehead was no longer feasible and ordered an emergency evacuation of all troops to neutral Romania.<br/>9. On 6 October, following the Polish defeat at the Battle of Kock, German and Soviet forces gained full control over Poland.<br/>10. The success of the invasion marked the end of the Second Polish Republic, though Poland never formally surrendered.On 8 October, after an initial period of military administration, Germany directly annexed western Poland and the former Free City of Danzig and placed the remaining block of territory under the administration of the newly established General Government.<br/>11. The Soviet Union incorporated its newly acquired areas into its constituent Belarusian and Ukrainian republics, and immediately started a campaign of sovietization.<br/>12. In the aftermath of the invasion, a collective of underground resistance organizations formed the Polish Underground State within the territory of the former Polish state.<br/>13. Many of the military exiles that managed to escape Poland subsequently joined the Polish Armed Forces in the West, an armed force loyal to the Polish government in exile.<br/>"
Invasion_of_Poland-German_plan,16,"Category: Historical Events<br/>Title: Invasion of Poland<br/>Section: German plan<br/><br/>1. Details of the campaign.German plan.The September Campaign was devised by General Franz Halder, chief of the general staff, and directed by General Walther von Brauchitsch, the commander in chief of the upcoming campaign.<br/>2. It called for the start of hostilities before a declaration of war, and pursued a doctrine of mass encirclement and destruction of enemy forces.<br/>3. The infantry—far from completely mechanized but fitted with fast moving artillery and logistic support—was to be supported by ""Panzers"" and small numbers of truck-mounted infantry (the ""Schützen"" regiments, forerunners of the ""panzergrenadiers"") to assist the rapid movement of troops and concentrate on localized parts of the enemy front, eventually isolating segments of the enemy, surrounding, and destroying them.<br/>4. The pre-war ""armored idea"" (which an American journalist in 1939 dubbed ""Blitzkrieg"")—which was advocated by some generals, including Heinz Guderian—would have had the armor punching holes in the enemy's front and ranging deep into rear areas; in actuality, the campaign in Poland would be fought along more traditional lines.<br/>5. This stemmed from conservatism on the part of the German high command, who mainly restricted the role of armor and mechanized forces to supporting the conventional infantry divisions.Poland's terrain was well suited for mobile operations when the weather cooperated; the country had flat plains with long frontiers totalling almost , Poland's long border with Germany on the west and north—facing East Prussia—extended .<br/>6. Those had been lengthened by another on the southern side in the aftermath of the Munich Agreement of 1938.<br/>7. The German incorporation of Bohemia and Moravia and creation of the German puppet state of Slovakia meant that Poland's southern flank was exposed.Hitler demanded that Poland be conquered in six weeks, but German planners thought that it would require three months.<br/>8. They intended to fully exploit their long border with the great enveloping manoeuver of ""Fall Weiss"".<br/>9. German units were to invade Poland from three directions:<br/>10. •&nbsp;&nbsp;&nbsp;&nbsp;A main attack over the western Polish border.<br/>11. This was to be carried out by Army Group South commanded by General Gerd von Rundstedt, attacking from German Silesia and from the Moravian and Slovak border: General Johannes Blaskowitz's 8th Army was to drive eastward against Łódź; General Wilhelm List's 14th Army was to push on toward Kraków and to turn the Poles' Carpathian flank; and General Walter von Reichenau's 10th Army, in the centre with Army Group South's armor, was to deliver the decisive blow with a northeastward thrust into the heart of Poland.<br/>12. •&nbsp;&nbsp;&nbsp;&nbsp;A second route of attack from northern Prussia.<br/>13. General Fedor von Bock commanded Army Group North, comprising General Georg von Küchler's 3rd Army, which was to strike southward from East Prussia, and General Günther von Kluge's 4th Army, which was to attack eastward across the base of the Polish Corridor.<br/>14. •&nbsp;&nbsp;&nbsp;&nbsp;A tertiary attack by part of Army Group South's allied Slovak units from Slovakia.<br/>15. •&nbsp;&nbsp;&nbsp;&nbsp;From within Poland, the German minority would assist by engaging in diversion and sabotage operations through ""Volksdeutscher Selbstschutz"" units prepared before the war.<br/><br/>16. <strike>All three assaults were to converge on Warsaw, while the main Polish army was to be encircled and destroyed west of the Vistula.</strike></br>17. ""Fall Weiss"" was initiated on 1 September 1939, and was the first operation of Second World War in Europe.<br/>"
Operation_Barbarossa-Events,19,"Category: Historical Events<br/>Title: Operation Barbarossa<br/>Section: Events<br/><br/>1. Looking back near the end of the war, as Germany's inevitable and impending defeat loomed ever closer, Hitler attributed great blame to Mussolini's Greek fiasco as the cause of his own subsequent catastrophe.<br/>2. Shirer argues that the fatal decision of the operation was the postponement from the original date of 15 May because Hitler wanted to intervene against an anti-German coup in Yugoslavia and Greek advances against Italy's occupation of Albania.<br/>3. As an explanation of Germany's calamitous defeat in the Soviet Union, this had little to commend it.<br/>4. But, although the diversion of German resources into Greece just prior to the attack on the Soviet Union scarcely helped the latter enterprise, Mussolini's foolishness did not undermine 'Barbarossa' before the operation started.<br/>5. During the campaign, Hitler ordered the main thrust toward Moscow to be diverted southward to help the Southern Army Group capture Ukraine.<br/>6. This move delayed the assault on the Soviet capital, though it also helped secure Army Group Center's southern flank.<br/>7. By the time they turned to Moscow, the Red Army's fierce resistance, the mud following the autumn rains and, eventually, snow, brought their advance to a halt.In addition, resistance by the Soviets, who proclaimed a ""Great Patriotic War"" in defense of the motherland, was much more fierce than the German command had expected.<br/>8. The border fortress of Brest, Belarus illustrates that tenacity: attacked on the very first day of the German invasion, the fortress was expected to fall within hours, but held out over a week.<br/>9. (Soviet propaganda later asserted it held out for six weeks).<br/>10. German logistics also became a major problem, as supply lines grew very long and vulnerable to partisan attacks in the rear.<br/>11. The Soviets also carried out a scorched earth policy on some of the land they were forced to abandon in order to deny the Germans food, fuel and buildings.Despite the setbacks, the German advance continued, often destroying or surrounding whole armies of Soviet troops and forcing them to surrender.<br/>12. The battle for Kiev was especially brutal.<br/>13. On 19 September, Army Group South seized control of Kiev, and took 665,000 prisoners.<br/>14. Kiev was later awarded the title Hero City for its defense.Army Group North, which was to conquer the Baltic countries and eventually Leningrad, reached the southern outskirts of Leningrad by August 1941.<br/>15. There, fierce Soviet resistance stopped it.<br/>16. Since capturing the city seemed too costly, German command decided to starve the city to death by blockade, starting the Siege of Leningrad.<br/>17. The city held out, despite several attempts by the Germans to break through its defenses, unrelenting air and artillery attacks, and severe shortages of food and fuel, until the Germans were driven back from the city's approaches in early 1944.<br/>18. The siege resulted in the deaths of some one million of the city's inhabitants.<br/>19. <strike>Leningrad was the first Soviet city to receive the title of 'Hero City'.In addition to the main attacks of ""Barbarossa"", German forces occupied the Finnish district of Petsamo in order to secure its important nickel mines.</strike><br/>20. They also launched a series of attacks against Murmansk beginning on 28 June 1941, known as Operation Silberfuchs.<br/>"
Operation_Barbarossa-Aftermath,8,"Category: Historical Events<br/>Title: Operation Barbarossa<br/>Section: Aftermath<br/><br/>1. With the failure of the Battle of Moscow, all German plans of a quick defeat of the Soviet Union had to be revised.<br/>2. The Soviet counteroffensives in the winter of 1941 caused heavy casualties on both sides, but ultimately eliminated the German threat to Moscow.<br/>3. Nevertheless, despite this setback, the Soviet Union had suffered heavily from the loss of large parts of its army, allowing the Germans to mount another large-scale offensive in the summer of 1942, called Case Blue, now directed towards the oil fields of Baku.<br/>4. This offensive failed just as ""Barbarossa"" had: the Germans again conquered vast amounts of no-mans-land, but they had again failed to achieve their ultimate goals when they were defeated at Stalingrad.<br/>5. By then, the Soviet war economy was fully operational, so the Soviet Union was able to simply outproduce the Germans, who were not prepared for a long war of attrition.<br/>6. As a result, the Germans' last all-out offensive in 1943 at the battle of Kursk failed.<br/>7. After three years of constant warfare, the Germans were exhausted; thus the Soviets were finally able to defeat the Germans decisively in Operation ""Bagration"" during the summer of 1944.<br/>8. <strike>This led to a chain of Soviet victories which pushed the Germans back to Berlin in just one year, leading to the surrender of Germany on 8 May 1945.</strike><br/>"
2003_invasion_of_Iraq-Legality_of_invasion,14,"Category: Historical Events<br/>Title: 2003 invasion of Iraq<br/>Section: Legality of invasion<br/><br/>1. The Authorization for Use of Military Force Against Iraq Resolution of 2002 was passed by congress with Republicans voting 98% in favor in the Senate, and 97% in favor in the House.<br/>2. Democrats supported the joint resolution 58% and 39% in the Senate and House respectively.<br/>3. The resolution asserts the authorization by the Constitution of the United States and the Congress for the President to fight anti-United States terrorism.<br/>4. Citing the Iraq Liberation Act of 1998, the resolution reiterated that it should be the policy of the United States to remove the Saddam Hussein regime and promote a democratic replacement.The resolution ""supported"" and ""encouraged"" diplomatic efforts by President George W. Bush to ""strictly enforce through the U.N. Security Council all relevant Security Council resolutions regarding Iraq"" and ""obtain prompt and decisive action by the Security Council to ensure that Iraq abandons its strategy of delay, evasion, and noncompliance and promptly and strictly complies with all relevant Security Council resolutions regarding Iraq.""<br/>5. The resolution authorized President Bush to use the Armed Forces of the United States ""as he determines to be necessary and appropriate"" to ""defend the national security of the United States against the continuing threat posed by Iraq; and enforce all relevant United Nations Security Council Resolutions regarding Iraq.<br/>6. ""The legality of the invasion of Iraq has been challenged since its inception on a number of fronts, and several prominent supporters of the invasion in all the invading nations have publicly and privately cast doubt on its legality.<br/>7. It is argued that the invasion was fully legal because authorization was implied by the United Nations Security Council.<br/>8. International legal experts, including the International Commission of Jurists, a group of 31 leading Canadian law professors, and the U.S.-based Lawyers Committee on Nuclear Policy, have denounced both of these rationales.On Thursday 20 November 2003, an article published in the Guardian alleged that Richard Perle, a senior member of the administration's Defense Policy Board Advisory Committee, conceded that the invasion was illegal but still justified.The United Nations Security Council has passed nearly 60 resolutions on Iraq and Kuwait since Iraq's invasion of Kuwait in 1990.<br/>9. The most relevant to this issue is Resolution 678, passed on 29 November 1990.<br/>10. It authorizes ""member states co-operating with the Government of Kuwait... to use all necessary means"" to (1) implement Security Council Resolution 660 and other resolutions calling for the end of Iraq's occupation of Kuwait and withdrawal of Iraqi forces from Kuwaiti territory and (2) ""restore international peace and security in the area.""<br/>11. Resolution 678 has not been rescinded or nullified by succeeding resolutions and Iraq was not alleged after 1991 to invade Kuwait or to threaten do so.Resolution 1441 was most prominent during the run up to the war and formed the main backdrop for Secretary of State Colin Powell's address to the Security Council one month before the invasion.<br/>12. According to an independent commission of inquiry set up by the government of the Netherlands, UN resolution 1441 ""cannot reasonably be interpreted (as the Dutch government did) as authorising individual member states to use military force to compel Iraq to comply with the Security Council's resolutions.""<br/>13. Accordingly, the Dutch commission concluded that the 2003 invasion violated international law.At the same time, Bush Administration officials advanced a parallel legal argument using the earlier resolutions, which authorized force in response to Iraq's 1990 invasion of Kuwait.<br/>14. <strike>Under this reasoning, by failing to disarm and submit to weapons inspections, Iraq was in violation of U.N. Security Council Resolutions 660 and 678, and the U.S. could legally compel Iraq's compliance through military means.Critics and proponents of the legal rationale based on the U.N. resolutions argue that the legal right to determine how to enforce its resolutions lies with the Security Council alone, not with individual nations.In February 2006, Luis Moreno Ocampo, the lead prosecutor for the International Criminal Court, reported that he had received 240 separate communications regarding the legality of the war, many of which concerned British participation in the invasion.</strike><br/>15. In a letter addressed to the complainants, Mr. Moreno Ocampo explained that he could only consider issues related to conduct during the war and not to its underlying legality as a possible crime of aggression because no provision had yet been adopted which ""defines the crime and sets out the conditions under which the Court may exercise jurisdiction with respect to it.""<br/>16. In a March 2007 interview with the Sunday Telegraph, Moreno Ocampo encouraged Iraq to sign up with the court so that it could bring cases related to alleged war crimes.United States Ohio Congressman Dennis Kucinich held a press conference on the evening of 24 April 2007, revealing US House Resolution 333 and the three articles of impeachment against Vice President Dick Cheney.<br/>17. He charged Cheney with manipulating the evidence of Iraq's weapons program, deceiving the nation about Iraq's connection to al-Qaeda, and threatening aggression against Iran in violation of the United Nations Charter.<br/>"
2003_invasion_of_Iraq-Military_intervention_vs_diplomatic_solution,2,"Category: Historical Events<br/>Title: 2003 invasion of Iraq<br/>Section: Military intervention vs diplomatic solution<br/><br/>1. Criticisms about the evidence used to justify the war notwithstanding, many opponents of military intervention objected, saying that a diplomatic solution would be preferable, and that war should be reserved as a truly last resort.<br/>2. <strike>This position was exemplified by French Foreign Minister Dominique de Villepin, who responded to U.S. Secretary of State Colin Powell's 5 February 2003 presentation to the U.N Security Council by saying that: ""Given the choice between military intervention and an inspections regime that is inadequate because of a failure to cooperate on Iraq's part, we must choose the decisive reinforcement of the means of inspections.</strike><br/>3. ""In response to Donald Rumsfeld's reference to European countries that did not support the invasion of Iraq as 'Old Europe', Dominique de Villepin ended his speech with words that would later come to embody the French-German political, economic, and military alliance throughout the beginning of the 21st Century: ""This message comes to you today from an old country, France, from a continent like mine, Europe, that has known wars, occupation and barbarity.<br/>4. (…) Faithful to its values, it wishes resolutely to act with all the members of the international community.<br/>5. It believes in our ability to build together a better world.<br/>6. ""The direct opposition between diplomatic solution and military intervention involving France and the United States which was personified by Chirac versus Bush and later Powell versus de Villepin, became a milestone in the Franco-American relations.<br/>7. Anti-French propangada exploiting the classic Francophobic clichés immediately ensued in the United States and the United Kingdom.<br/>8. A call for a boycott on French wine was launched in the United States and the ""New York Post"" covered on the 1944 ""Sacrifice"" of the GIs France would had forgotten.<br/>9. It was followed a week later, on 20 February, by the British newspaper ""The Sun"" publishing a special issue entitled ""Chirac is a worm"" and including ""ad hominem"" attacks such as ""Jacques Chirac has become the shame of Europe"".<br/>10. Actually both newspapers expressed the opinion of their owner, U.S. billionaire Rupert Murdoch, a military intervention supporter and a George W. Bush partisan as argued by Roy Greenslade in ""The Guardian"" published on 17 February.<br/>"
